"state","datex","New_Deaths","New_Deaths_max","New_Deaths_Dump","DatePhase1","DatePhase2","DatePhase3","DatePhase4","DatePhase5","DatePhase6","DatePhase7","DatePhase8","DatePhase9","DatePhase10","EPOCH","DatePhase11","DatePhase12","DatePhase13","DatePhase14","DatePhase15","EPOCH_last","DatePhase16","DatePhase17","DatePhase18","DatePhase19","weekday","MIDLINE_P1","UPPER_P1","MIDLINE_2","UPPER_2","LOWER_2","MIDLINE_3","UPPER_3","LOWER_3","MIDLINE_4","UPPER_4","LOWER_4","MIDLINE_5","UPPER_5","LOWER_5","MIDLINE_6","UPPER_6","LOWER_6","MIDLINE_7","UPPER_7","LOWER_7","MIDLINE_8","UPPER_8","LOWER_8","MIDLINE_9","UPPER_9","LOWER_9","MIDLINE_10","UPPER_10","LOWER_10","MIDLINE_11","UPPER_11","LOWER_11","MIDLINE_12","UPPER_12","LOWER_12","MIDLINE_13","UPPER_13","LOWER_13","MIDLINE_14","UPPER_14","LOWER_14","MIDLINE_15","UPPER_15","LOWER_15","MIDLINE_16","UPPER_16","LOWER_16","MIDLINE_17","UPPER_17","LOWER_17","MIDLINE_18","UPPER_18","LOWER_18","MIDLINE_19","UPPER_19","LOWER_19"
"New York",2020-11-17,36,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,35.0968944257047,62.331637736735,19.7619065222012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-11-18,31,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,36.9512144602484,65.624886513655,20.8060131243528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-11-19,41,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,38.9035062055879,69.092131801825,21.9052843734696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-11-20,48,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,40.9589459290006,72.7425665860383,23.0626348553502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-11-21,41,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,43.1229833822492,76.5858695560534,24.2811331459089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-11-22,30,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,45.4013562509447,80.6322307684781,25.5640099471367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-11-23,37,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,47.8001053673316,84.892378664482,26.9146666529201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-11-24,43,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,50.3255907268289,89.3776085149705,28.3366843674282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-11-25,43,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,52.9845083507955,94.0998123686404,29.8338333999813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-11-26,69,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,55.783908040227,99.0715105823198,31.4100832615733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-11-27,45,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,58.7312120674566,104.305885017191,33.0696131895535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-11-28,45,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,61.8342348554203,109.816813988916,34.8168232283735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-11-29,52,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,65.1012036966608,115.618909064322,36.6563458957766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-11-30,49,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,68.5407805670066,121.727553802217,38.5930584653628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-01,72,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,72.1620850917618,128.158944541055,40.6320958980942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-02,64,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,75.9747187252977,134.930133341577,42.7788644570284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-03,60,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,79.9887902081568,142.059073198309,45.0390560413755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-04,63,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,84.2149423691657,149.56466563977,47.4186632778861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-05,79,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,74.0981832413512,109.228083285496,50.2667500382472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-06,64,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,76.9127576918225,113.377045635732,52.176101984233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-07,85,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,79.83424204198,117.683603798932,54.1579795033036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-08,86,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,82.8666971993787,122.153743956255,56.2151374352688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-09,76,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,86.014338322679,126.793679670318,58.3504352608537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-10,85,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,89.281540680781,131.609860522134,60.5668410764208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-11,99,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,92.6728457345144,136.608981076131,62.8674357196687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-12,91,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,96.1929674493378,141.797990185699,65.2554170520435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-13,124,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,99.8467988478227,147.184100652199,67.7341044038144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-14,90,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,103.639418811029,152.774799250867,70.3069431879932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-15,137,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,107.576099138225,158.577857137547,72.9775096895109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-16,97,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,111.662311874772,164.601340650714,75.7495160363076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-17,125,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,115.903736918348,170.853622523804,78.6268153592469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-18,128,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,120.306269914089,177.343393523447,81.6134071480259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-19,122,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,124.876030449632,184.07967452976,84.7134428105274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-20,120,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,129.619370561427,191.071829075507,87.9312314433386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-21,130,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,134.542883564169,198.329576361551,91.2712458214617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-22,153,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,139.653413215605,205.863004766697,94.7381286155384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-23,154,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,144.958063229459,213.682585870681,98.3366988452329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-24,150,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,150.464207149702,221.799189009834,102.071958577742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-25,135,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,156.179498599893,230.224096385619,105.949099880744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-26,131,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,162.111881921829,238.969018747065,109.973512039454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-27,130,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,168.269603218299,248.046111668884,114.150789047807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-28,118,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,174.661221815297,257.467992447905,118.486737384201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-29,138,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,181.295622159611,267.247757641306,122.987384082583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-30,156,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,188.182026168339,277.399001271032,127.658985110123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2020-12-31,145,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,195.330006047498,287.935833719685,132.508034063101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-01,176,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,202.749497597527,298.872901344177,137.541271193105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-02,121,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.340930143882,229.940160046182,96.9935543741488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-03,147,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.409594262391,234.664980749107,98.9865822717775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-04,166,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.541313428589,239.486887279363,101.020562995873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-05,148,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.73738330042,244.407874560877,103.096338046948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-06,171,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.999126159063,249.429978509362,105.214766216704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-07,197,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.327891455992,254.555276874617,107.376723943333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-08,163,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.725056371269,259.785890100137,109.583105674118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-09,195,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.192026383315,265.123982200388,111.834824235485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-10,167,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.730235850383,270.571761656098,114.13281121066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-11,196,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.341148603984,276.131482327958,116.478017325081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-12,184,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.026258554504,281.805444389089,118.871412839734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-13,172,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.787090309268,287.595995276672,121.313987952573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-14,237,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.625199803299,293.505530663134,123.806753208184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-15,206,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.542174943044,299.536495447283,126.350739915867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-16,173,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.539636263321,305.691384765819,128.947000576312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-17,194,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.619237597771,311.972745025624,131.596609317041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-18,183,1036,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.782666763083,318.383174957261,134.300662336796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-19,,,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.031646257278,324.925326690124,137.06027835906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-20,,,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.367933972345,331.601906849683,139.876599094897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-21,,,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.793323921514,338.415677677267,142.750789715298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-22,,,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.309646981481,345.369458172866,145.684039333243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-23,,,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.918771649877,352.466125261404,148.677561495657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-24,,,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.622604818308,359.708614982992,151.732594685484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-25,,,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.423092561271,367.099923707622,154.850402834067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-26,,,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.322220941292,374.64310937483,158.03227584407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-27,,,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.322016830597,382.341292758832,161.279530123132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",2021-01-28,,,,2020-03-14,2020-03-18,2020-04-08,2020-04-30,2020-07-21,2020-09-22,2020-10-30,2020-12-05,2021-01-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.424548749674,390.197658759652,164.593509128499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Carolina",2020-03-25,1,154,,2020-03-25,2020-04-08,2020-04-21,2020-05-27,2020-07-28,2020-10-20,2020-11-03,2020-12-16,2021-01-07,,,,,,,,1,,,,,,4.06666666666667,10.1164600515683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Carolina",2020-03-26,1,154,,2020-03-25,2020-04-08,2020-04-21,2020-05-27,2020-07-28,2020-10-20,2020-11-03,2020-12-16,2021-01-07,,,,,,,,1,,,,,,4.06666666666667,10.1164600515683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Carolina",2020-03-27,1,154,,2020-03-25,2020-04-08,2020-04-21,2020-05-27,2020-07-28,2020-10-20,2020-11-03,2020-12-16,2021-01-07,,,,,,,,1,,,,,,4.06666666666667,10.1164600515683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Carolina",2020-03-28,1,154,,2020-03-25,2020-04-08,2020-04-21,2020-05-27,2020-07-28,2020-10-20,2020-11-03,2020-12-16,2021-01-07,,,,,,,,1,,,,,,4.06666666666667,10.1164600515683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Carolina",2020-03-29,2,154,,2020-03-25,2020-04-08,2020-04-21,2020-05-27,2020-07-28,2020-10-20,2020-11-03,2020-12-16,2021-01-07,,,,,,,,1,,,,,,4.06666666666667,10.1164600515683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Carolina",2020-03-30,0,154,,2020-03-25,2020-04-08,2020-04-21,2020-05-27,2020-07-28,2020-10-20,2020-11-03,2020-12-16,2021-01-07,,,,,,,,1,,,,,,4.06666666666667,10.1164600515683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
