"state","datex","New_Deaths","New_Deaths_max","New_Deaths_Dump","DatePhase1","DatePhase2","DatePhase3","DatePhase4","DatePhase5","DatePhase6","DatePhase7","DatePhase8","DatePhase9","DatePhase10","EPOCH","DatePhase11","DatePhase12","DatePhase13","DatePhase14","DatePhase15","EPOCH_last","DatePhase16","DatePhase17","DatePhase18","DatePhase19","weekday","MIDLINE_P1","UPPER_P1","MIDLINE_2","UPPER_2","LOWER_2","MIDLINE_3","UPPER_3","LOWER_3","MIDLINE_4","UPPER_4","LOWER_4","MIDLINE_5","UPPER_5","LOWER_5","MIDLINE_6","UPPER_6","LOWER_6","MIDLINE_7","UPPER_7","LOWER_7","MIDLINE_8","UPPER_8","LOWER_8","MIDLINE_9","UPPER_9","LOWER_9","MIDLINE_10","UPPER_10","LOWER_10","MIDLINE_11","UPPER_11","LOWER_11","MIDLINE_12","UPPER_12","LOWER_12","MIDLINE_13","UPPER_13","LOWER_13","MIDLINE_14","UPPER_14","LOWER_14","MIDLINE_15","UPPER_15","LOWER_15","MIDLINE_16","UPPER_16","LOWER_16","MIDLINE_17","UPPER_17","LOWER_17","MIDLINE_18","UPPER_18","LOWER_18","MIDLINE_19","UPPER_19","LOWER_19"
"Colorado",2020-10-02,5,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3.71428571428571,9.4960303842423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-03,2,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3.71428571428571,9.4960303842423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-04,6,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3.71428571428571,9.4960303842423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-05,8,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3.71428571428571,9.4960303842423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-06,9,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3.71428571428571,9.4960303842423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-07,3,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3.71428571428571,9.4960303842423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-08,10,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3.71428571428571,9.4960303842423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-09,8,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3.71428571428571,9.4960303842423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-10,6,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3.71428571428571,9.4960303842423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-11,13,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,9.1578947368421,18.2364988493463,0.0792906243378635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-12,10,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,9.1578947368421,18.2364988493463,0.0792906243378635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-13,37,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,9.1578947368421,18.2364988493463,0.0792906243378635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-14,5,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,9.1578947368421,18.2364988493463,0.0792906243378635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-15,1,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,9.1578947368421,18.2364988493463,0.0792906243378635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-16,9,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,9.1578947368421,18.2364988493463,0.0792906243378635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-17,3,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,9.1578947368421,18.2364988493463,0.0792906243378635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-18,0,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,9.1578947368421,18.2364988493463,0.0792906243378635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-19,8,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,9.1578947368421,18.2364988493463,0.0792906243378635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-20,5,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,9.1578947368421,18.2364988493463,0.0792906243378635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-21,8,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,9.1578947368421,18.2364988493463,0.0792906243378635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-22,4,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07488236895397,45.8829623967557,0.804311532405266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-23,9,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.39552034525359,48.304708089267,0.846763847759197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-24,8,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.73308189399485,50.8542757856952,0.891456836044324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-25,3,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0884602571683,53.5384120510227,0.938508762074775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-26,11,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.46259582291261,56.364219540245,0.988044132792237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-27,10,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85647861393242,59.3391757931351,1.0401940267313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-28,12,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.27115090725721,62.4711530210125,1.09509644087426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-29,18,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.70770999227343,65.7684389378772,1.15289665581328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-30,7,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.16731107432817,69.2397586910293,1.21374762018615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-10-31,7,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65117033158779,72.8942979492089,1.27781035540286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-01,3,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1605681332404,76.7417272093479,1.34525438173412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-02,8,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6968524275579,80.7922273862557,1.41625816688917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-03,17,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2614423087836,85.056516752953,1.49100959826995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-04,29,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8558317722828,89.5458793029405,1.56970648015128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-05,17,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4815936678943,94.2721946094553,1.65255705710274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-06,21,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1403838619432,99.2479692607272,1.73978056503716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-07,13,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.833945618929,104.486369954416,1.83160781134398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-08,4,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5641142144826,110.001258338805,1.92828178564268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-09,17,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3328217918002,115.807227692948,2.03005830277224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-10,31,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1421024744041,121.919641542819,2.13720667971821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-11,12,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9940977487596,128.354674315675,2.25001044826869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-12,31,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8910621309914,135.129354140177,2.36876810528487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-13,29,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8353691326955,142.261607905552,2.4937939025716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-14,13,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8295175416306,149.770308699016,2.6254186784381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-15,20,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.876138033912,157.67532574699,2.7639907331491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-16,31,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.978000135202,165.997576992261,2.90987675058328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-17,21,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.138019549319,174.759084446207,3.06346276853757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-18,43,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3592658736576,183.983032462579,3.22515520024505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-19,65,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6449707218354,193.693829087013,3.39538190980961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-20,18,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9985362750608,203.917170644633,3.57459334440289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-21,39,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4235442848501,214.680109736653,3.76326372621981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-22,20,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9237655509165,226.011126825893,3.9618923073465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-23,10,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5031698993109,237.940205600653,4.17100469086139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-24,47,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1659366872178,250.498912316359,4.39115422166527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-25,62,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9164658622052,263.72047932494,4.6229234507206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-26,47,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7593896051912,277.639893012957,4.86692567657478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-27,21,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6995845879373,292.293986381195,5.12380656824648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-28,14,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7421848775045,307.721536510689,5.39424587376938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-29,13,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8925955218175,323.963367173096,5.6789592189145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-11-30,35,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1565068522885,341.062456856948,5.97870000085071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-12-01,76,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5399095413468,359.064052495616,6.29426138175452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-12-02,90,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0491104547184,378.015789197961,6.62647838764431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-12-03,109,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6907493404043,397.967816298464,6.97623011799317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-12-04,40,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.4718163985186,418.97293006041,7.344442071967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-12-05,40,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3996707784788,441.086713383266,7.7320885974438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-12-06,22,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.4820600524953,464.36768288395,8.14019546929432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-12-07,29,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7271407168898,488.877443741178,8.56984260374695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-12-08,42,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.1434997754928,514.680852712649,9.02216691601915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-12-09,163,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.7401774622329,541.846189756428,9.49836532877752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-12-10,124,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5266911630449,570.445338710661,9.99969793938708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-12-11,63,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5130606003999,600.553977509741,10.5274913543309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-12-12,58,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7098343470973,632.251778440258,11.0831421996239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-12-13,66,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.1281177394802,665.622618966644,11.6681208165086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-12-14,33,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.7796022639364,700.754803684398,12.2839751522147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",2020-12-15,116,163,,2020-03-12,2020-03-25,2020-04-23,2020-06-06,2020-07-08,2020-07-14,2020-09-12,2020-10-11,2020-10-22,2020-12-24,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6765964944459,737.741297988202,12.932334856075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
